id,hbnew,hb_label,sitenew,site_label,sexnew,sex_label,label,age_label,trans1.1993,trans1.1994,trans1.1995,trans1.1996,trans1.1997,trans1.1998,trans1.1999,trans1.2000,trans1.2001,trans1.2002,trans1.2003,trans1.2004,trans1.2005,trans1.2006,trans1.2007,trans1.2008,trans1.2009,trans1.2010,trans1.2011,trans1.2012,trans1.2013,trans1.2014,trans1.2015,trans1.2016,trans1.2017,trans1.2018
21042027,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,27,Mortality rate: 35-39,2.189141856,2.15132414,2.107126301,8.386095853,0,0,6.086303788,8.101593989,2.030539311,4.114210483,4.1655385,0,2.149474453,8.681120733,6.627344423,4.481893152,0,2.378743548,0,0,2.560622743,2.534789993,2.479728222,7.277137659,4.745071057,2.322826415
21042028,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,28,Mortality rate: 40-44,2.230997479,8.973438622,4.497919712,4.469273743,2.205460721,0,10.7784173,12.75266212,2.114209603,4.134965266,4.082632481,6.037189085,3.968096504,0,3.911521386,1.975386682,0,0,14.54787289,6.414368185,8.707009142,6.750219382,2.309788885,14.26431781,4.904725703,5.047063871
21042029,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,29,Mortality rate: 45-49,2.269220296,13.09900666,10.57149502,2.087769844,0,4.47177194,9.027307606,9.071117562,15.7176217,6.597466573,12.98364061,4.289912271,4.208842779,8.30495806,8.124301818,9.941741395,7.849755676,9.701579417,1.927748005,7.755545215,11.74053419,9.92122547,6.091989034,14.43596618,6.336867897,8.672838837
21042030,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,30,Mortality rate: 50-54,8.370769274,8.146639511,10.75731497,5.177591384,11.95543016,6.836983523,11.03290011,8.576145451,6.334325711,13.15270288,6.700766121,2.243863035,13.45351809,6.656312403,10.88731628,8.558529645,6.356336208,10.44953918,12.38620177,4.063553984,7.985785302,5.910165485,11.68178809,1.941257547,15.56692806,13.76489558
21042031,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,31,Mortality rate: 55-59,5.989458553,20.74688797,14.60237727,17.64342635,14.43959916,16.944366,16.48170531,13.62360699,20.93254487,14.50080963,13.7504297,24.29918929,6.404235334,16.76270299,15.23196101,24.46782481,15.74024105,22.55452557,17.8874877,26.42473355,13.03611002,10.71811361,14.80322287,10.4534716,6.168397245,14.16287304
21042032,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,32,Mortality rate: 60-64,19.1448628,22.29157379,22.24482013,19.04822375,18.96034129,21.71822159,12.28086334,21.13973364,18.17796225,17.82213509,14.55349866,28.17456963,25.02015512,18.64379694,14.73151808,9.322705449,18.0103109,15.25985351,12.88770513,13.46982759,13.78391417,11.62466288,9.327488107,30.09886319,13.67240908,20.16309705
21042033,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,33,Mortality rate: 65-69,25.01608177,14.24146402,10.6085788,10.56300834,27.99650044,20.91612633,31.21315114,24.13210604,41.03125214,27.14164546,16.60908849,19.56947162,19.20245791,22.46037348,18.8347564,24.5707792,42.08501172,8.940545373,28.50952218,23.53002693,27.33530479,14.39090495,27.94076558,4.605747973,16.79825298,29.47823524
21042034,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,34,Mortality rate: 70-74,30.9364918,29.62336014,17.07796089,21.45370291,38.67806953,8.534607835,33.725391,33.48961822,33.01147149,16.29062475,32.17115052,23.86065378,35.18098663,34.70347806,26.59574468,22.25766962,21.89221732,39.43217666,35.8692923,24.70878927,24.2373879,26.94782228,20.08435429,22.43230252,46.86721931,36.03004351
21042035,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,35,Mortality rate: 75-79,21.40869193,14.87652484,21.07629619,13.21702353,37.27402622,41.06053496,11.24037543,5.614507888,38.94947696,16.69634907,16.39613051,26.77806341,31.63722647,15.40041068,30.14469453,29.49707487,24.20604183,33.18479188,27.96290255,18.41535841,35.83587171,17.60098566,51.96379855,30.34506676,63.56740264,33.25988442
21042036,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,36,Mortality rate: 80x4,0,10.4558762,31.23373243,21.26076326,10.86956522,34.18413856,11.74536058,10.79447323,9.978048294,0,17.55001755,8.311170213,8.256274769,32.64506651,16.02050625,31.27932437,30.36283589,29.53991581,14.29490387,34.57336468,67.62239654,13.12335958,25.63609562,38.06382034,24.94543187,18.21161901
21042037,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,37,Mortality rate: 85x9,0,0,46.8164794,0,22.31644722,43.62050164,21.11932418,20.95996646,20.99958001,42.83572499,44.14036637,0,0,0,0,31.51591554,29.35564362,0,56.46527386,13.93922498,13.48799568,51.8470512,12.64702163,60.1612321,46.28022677,11.20197155
21042038,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,38,Mortality rate: 90+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.72650423,0,41.98152813,0,0,0,0,29.33411558,28.53881279,27.87844996,53.98110661
21042039,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,39,Crude Rate (Mortality),5.711176296,7.252740669,6.606827684,5.83554795,6.956499742,6.970595178,8.401403193,8.271101249,9.09008272,7.323406403,8.250523988,8.217056713,7.677988304,8.223505572,7.980784726,8.813893127,8.445678452,8.682751714,9.049464969,8.141984364,9.549288284,7.018374983,8.586126856,9.732642848,11.32871277,10.7601931
21042040,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,40,Crude Rate (Lower 95% CI) (Mortality),4.000037665,5.309917714,4.761620267,4.108764294,5.054603362,5.064845127,6.293227507,6.177254026,6.884739882,5.361653913,6.161885943,6.136890982,5.680218016,6.159969981,5.960431761,6.692758578,6.379774739,6.593177405,6.922123651,6.133656887,7.369939095,5.174795674,6.536157581,7.542664525,8.954877331,8.449065934
21042041,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,41,Crude Rate (Upper 95% CI) (Mortality),7.906675332,9.674139677,8.930511711,8.043534156,9.338776206,9.357698671,10.98924223,10.84644887,11.77725652,9.768397863,10.81946453,10.77557665,10.15070772,10.75654776,10.46573738,11.39400074,10.96741597,11.22447005,11.62441633,10.5979118,12.17135181,9.305347005,11.07547807,12.36011238,14.13874624,13.50843708
21042042,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,42,EASR (Mortality),6.991895961,8.579192949,8.394378972,6.935817468,8.931254773,8.74651586,9.529856536,9.215335338,10.60041808,8.17440274,9.240264342,8.714157511,8.50469477,8.884718906,8.499871515,9.922797916,9.114905945,9.468122772,9.768578395,8.430771156,10.03884299,7.379578081,8.99787657,10.45101531,11.8180982,10.86318131
21042044,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,44,EASR (Lower 95% CI) (Mortality),4.856127585,6.240923952,5.978987767,4.847135214,6.456369773,6.293896189,7.094830142,6.84365229,7.996910947,5.938832529,6.849283958,6.485329737,6.274662337,6.635606803,6.328412592,7.442567786,6.864721643,7.126813019,7.450753902,6.337269745,7.733154988,5.42670161,6.820909331,8.077506361,9.32029161,8.501235021
21042045,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,45,EASR (Upper 95% CI) (Mortality),9.510815943,11.28373365,11.21317133,9.392840673,11.80144729,11.59641431,12.3185993,11.93442954,13.56518525,10.76156582,11.98369061,11.26712414,11.06857074,11.45702329,10.98669404,12.75423191,11.67917981,12.13687512,12.39550456,10.81847174,12.64077684,9.627960688,11.47173301,13.12559784,14.60795747,13.51027449
21042046,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,46,WASR (Mortality),4.373546048,5.708985983,4.870745916,4.385104096,4.580762929,4.695689418,6.103476403,6.083249243,5.867943788,4.933131567,5.978501176,5.778238195,4.96894213,5.524786151,5.286674962,5.388002954,4.900768348,5.315488515,5.17708187,4.716134018,5.043321051,4.320037129,4.428877922,6.112098951,6.257112832,5.844992148
21042048,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,48,WASR (Lower 95% CI) (Mortality),2.995540876,4.109133507,3.451300707,3.036641222,3.282950711,3.33950313,4.507800449,4.477356112,4.383601659,3.575408554,4.318939224,4.160489819,3.594171479,3.955618315,3.811887206,3.982832585,3.632634485,3.874108337,3.898061422,3.441559477,3.808803157,3.029158884,3.268493037,4.553611331,4.736155011,4.498822858
21042049,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,49,WASR (Upper 95% CI) (Mortality),6.008198499,7.567790166,6.530872412,5.977431521,6.091378364,6.279382977,7.937207066,7.931450644,7.565400932,6.50598831,7.903686939,7.657546737,6.56289856,7.352010813,6.99889343,7.002208128,6.355838543,6.981300394,6.634788514,6.188388048,6.448479495,5.836447919,5.762816548,7.896427817,7.986616068,7.364670972
21042050,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,50,Standardised Mortality Ratio,91.98947713,102.1221736,97.81446138,85.76823093,105.4264947,108.6410938,109.1470724,95.08520399,114.2636801,96.44106357,103.8481474,97.21921533,87.09823016,88.90855773,95.26894752,110.286589,101.9833353,101.0135959,116.4936712,87.43252299,99.71862639,83.1637754,89.59480515,105.1544013,120.5309008,119.7063006
21042051,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,51,SMR (Lower 95% CI),64.42829886,74.76626611,70.49606013,60.38874975,76.60305244,78.93878505,81.75864705,71.01417834,86.54219547,70.60697952,77.55876363,72.60796008,64.43575016,66.59861077,71.1514068,83.74523088,77.03711548,76.70385843,89.10842789,65.86614181,76.9607306,61.31840294,68.20371685,81.4932167,95.27467534,93.99519293
21042052,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",1,Males,52,SMR (Upper 95% CI),127.3522112,136.2166686,132.2167362,118.2202084,141.5301483,145.8455975,142.767058,124.6915946,148.041851,128.6388639,136.183029,127.4900665,115.1484793,116.2945826,124.9325498,142.5709909,132.4338437,130.583497,149.6409941,113.8054466,127.0995752,110.2631008,115.5707709,133.5423726,150.428019,150.2802984
22042000,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,0,Number of deaths: Under 5,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22042001,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,1,Number of deaths: 5..,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0
22042002,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,2,Number of deaths: 10-14,2,0,0,2,2,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0
22042003,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,3,Number of deaths: 15-19,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,1
22042004,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,4,Number of deaths: 20-24,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22042005,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,5,Number of deaths: 25-29,0,2,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,1,2,0,1,0,0,1,0
22042006,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,6,Number of deaths: 30-34,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,3
22042007,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,7,Number of deaths: 35-39,2,1,1,1,0,1,3,2,2,1,1,1,3,1,0,1,1,3,2,0,2,0,0,1,2,2
22042008,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,8,Number of deaths: 40-44,1,3,1,1,1,1,1,1,4,1,2,3,1,1,2,2,1,2,0,1,3,3,0,2,0,2
22042009,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,9,Number of deaths: 45-49,0,0,3,0,3,0,1,1,2,2,1,5,3,3,1,0,2,2,2,3,0,4,2,1,2,4
22042010,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,10,Number of deaths: 50-54,0,2,2,1,5,4,1,1,4,4,1,0,2,4,2,3,3,4,5,1,3,2,4,3,3,2
22042011,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,11,Number of deaths: 55-59,5,3,3,2,3,2,1,2,6,3,2,3,8,1,3,3,2,2,3,5,3,3,8,3,5,2
22042012,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,12,Number of deaths: 60-64,4,3,6,2,4,1,2,4,4,5,7,4,5,1,3,4,4,5,8,5,4,10,4,7,4,6
22042013,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,13,Number of deaths: 65-69,8,7,5,5,5,2,6,4,7,6,1,2,4,5,4,7,8,5,6,6,7,9,9,7,6,7
22042014,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,14,Number of deaths: 70-74,7,6,4,3,3,6,5,7,5,3,6,5,8,7,5,6,5,5,3,3,3,3,3,3,3,9
22042015,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,15,Number of deaths: 75-79,3,5,3,2,5,7,3,5,4,2,6,4,1,3,10,2,3,4,7,7,7,6,5,6,8,8
22042016,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,16,Number of deaths: 80x4,1,0,2,3,6,2,4,1,2,6,6,4,3,3,4,6,4,4,0,8,4,1,3,5,3,5
22042017,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,17,Number of deaths: 85x9,1,1,0,0,0,1,2,2,2,2,2,3,0,1,2,2,0,2,2,0,2,7,4,2,1,2
22042018,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,18,Number of deaths: 90+,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1
22042019,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,19,Number of deaths: All Ages,36,37,31,23,38,28,33,32,44,40,36,37,44,33,40,36,36,40,41,44,40,51,46,43,42,54
22042020,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,20,Mortality rate: Under 5,2.525954179,2.52009778,0,0,0,0,0,0,0,6.262132882,0,0,3.130478337,0,0,0,0,0,0,2.760143527,0,0,0,0,2.927314774,0
22042021,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,21,Mortality rate: 5..,0,4.963518142,0,0,0,0,0,0,0,2.71377785,0,5.583317049,0,0,0,0,2.997242537,0,0,2.919963792,0,0,2.73321125,0,0,0
22042022,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,22,Mortality rate: 10-14,4.915212583,0,0,4.980947874,4.978715989,0,0,0,0,2.503692947,2.506202852,0,2.509410289,5.063932143,2.565681445,0,0,0,0,0,0,0,0,2.905203219,2.856653145,0
22042023,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,23,Mortality rate: 15-19,0,2.557021581,0,0,0,0,5.11888613,0,0,0,0,0,2.539424566,0,2.463114855,0,0,0,0,0,2.531837861,2.59551495,5.296469903,0,2.805285157,2.851765243
22042024,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,24,Mortality rate: 20-24,0,0,0,0,0,0,0,2.755655984,5.580045756,0,0,0,2.571355104,0,0,0,0,2.335739145,0,0,0,0,0,0,0,0
22042025,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,25,Mortality rate: 25-29,0,4.137617146,0,0,0,0,4.744733346,0,0,0,0,0,5.689900427,2.748989746,2.602946535,0,0,0,2.315779723,4.600556667,0,2.263672582,0,0,2.249212776,0
22042026,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,26,Mortality rate: 30-34,2.04452986,0,0,1.999640065,2.019223003,0,0,2.130606157,0,2.203759614,0,0,0,0,0,0,2.650832361,0,5.036514732,0,0,0,2.255401687,2.246433786,0,6.781959986
22042027,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,27,Mortality rate: 35-39,4.439610202,2.163237935,2.11371803,2.070907886,0,2.027246189,6.021194605,3.972904789,3.975589878,1.982239137,1.99688486,2.008072451,6.127576135,2.052039727,0,2.120665889,2.192742024,6.791171477,4.707100661,0,5.039814535,0,0,2.435816242,4.71842782,4.598546859
22042028,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,28,Mortality rate: 40-44,2.269941436,6.840569135,2.276141485,2.261369033,2.222518558,2.192934365,2.15086142,2.114567254,8.305647841,2.048340844,4.015499829,5.909466966,1.918649271,1.905705683,3.792403815,3.823141475,1.931471395,3.943062182,0,2.018122742,6.211951795,6.420133539,0,4.602780079,0,4.939003309
22042029,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,29,Mortality rate: 45-49,0,0,6.518055012,0,6.69867143,0,2.278734846,2.277800556,4.516099896,4.429482636,2.179313952,10.61931866,6.232730144,6.102398243,1.996565907,0,3.837813981,3.755727484,3.735385305,5.616084466,0,7.651548482,3.917574238,1.976167421,4.006651041,8.187158442
22042030,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,30,Mortality rate: 50-54,0,5.404382955,5.350454789,2.600442075,12.04819277,9.259259259,2.238839386,2.182453077,8.598082628,8.9259813,2.248706993,0,4.468175421,8.837435376,4.324978916,6.394815936,6.270509792,8.220135221,10.1144961,1.993143586,5.86086311,3.839066339,7.509480719,5.604438715,5.611462347,3.78171917
22042031,2,North of Scotland,420,"Malignant brain cancer (incl pituitary gland, craniopharyngeal duct and pineal gland)",2,Females,31,Mortality rate: 55-59,14.24826171,8.521274783,8.428386807,5.636660842,8.361903169,5.485162635,2.700294332,5.365238619,15.6262208,7.225781589,4.614674665,6.641870351,17.15744097,2.097667394,6.538369331,6.627051625,4.458811727,4.452756256,6.617695718,10.84998807,6.433350489,6.323244246,16.60198809,6.129704548,10.03431737,3.924646782
